BundleName;QuestName;QuestId;
Barter Only;[Ski] Barter Only: Магазин KRISS 'G30 MagEx' на 30 патронов .45 ACP для Glock;Barter_Only_58330581ace78e27b8b10cee_61e0a28f033bdc459438c1e4;
Barter Only;[Ski] Barter Only: Самозарядное ружье MP-153 12к;Barter_Only_58330581ace78e27b8b10cee_61e0a28f033bdc459438c1ea;
Barter Only;[Ski] Barter Only: Оптический прицел EOTech 'Vudu 1-6x24';Barter_Only_58330581ace78e27b8b10cee_61e0a28f033bdc459438c1f0;
Barter Only;[Ski] Barter Only: Модератор звука Гексагон 12К;Barter_Only_58330581ace78e27b8b10cee_61e0a28f033bdc459438c1f2;
Barter Only;[Ski] Barter Only: Глушитель SIG Sauer 'SRD762-QD' 7.62x51;Barter_Only_58330581ace78e27b8b10cee_61e0a28f033bdc459438c1f4;
Barter Only;[Ski] Barter Only: Штурмовая винтовка SIG MCX .300 Blackout;Barter_Only_58330581ace78e27b8b10cee_61e0a28f033bdc459438c1f6;
Barter Only;[Ski] Barter Only: Бронежилет БНТИ 'Жук-3' (Пресса);Barter_Only_58330581ace78e27b8b10cee_61e0a28f033bdc459438c206;
Barter Only;[Ski] Barter Only: Глушитель Thunder Beast Arms 'Ultra 5';Barter_Only_58330581ace78e27b8b10cee_61e0a28f033bdc459438c232;
Barter Only;[P-k] Barter Only: Автомат Калашникова АК-74Н 5.45x39;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e0aa;
Barter Only;[P-k] Barter Only: Ручная граната M67;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e0c3;
Barter Only;[P-k] Barter Only: Пистолет SIG P226R 9x19;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e0cf;
Barter Only;[P-k] Barter Only: Магазин Magpul 'PMAG D-60 STANAG' на 60 патронов 5.56x45;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e0e5;
Barter Only;[P-k] Barter Only: Рюкзак Flyye 'MBSS';Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e127;
Barter Only;[P-k] Barter Only: Штурмовая винтовка DS Arms SA-58 7.62x51;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e135;
Barter Only;[P-k] Barter Only: Защищенный контейнер 'Бета';Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e149;
Barter Only;[P-k] Barter Only: Пистолет-пулемет HK MP5 9x19 (Navy 3 Round Burst);Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e151;
Barter Only;[P-k] Barter Only: Винтовка Springfield Armory M1A 7.62x51;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e18a;
Barter Only;[P-k] Barter Only: Однозарядный гранатомет FN40GL Mk2;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e1bb;
Barter Only;[P-k] Barter Only: Пакет патронов 5.56x45мм Warmageddon (20 штук);Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31a55324313dd16e1d3;
Barter Only;[P-k] Barter Only: Штурмовая винтовка Colt M4A1 5.56x45;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31b55324313dd16e262;
Barter Only;[P-k] Barter Only: Пистолет-пулемет SIG MPX 9x19;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31b55324313dd16e283;
Barter Only;[P-k] Barter Only: Штурмовая винтовка Colt M4A1 5.56x45;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31b55324313dd16e2f3;
Barter Only;[P-k] Barter Only: Дополнительное бронирование Crye Precision 'AirFrame Chops';Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31b55324313dd16e35c;
Barter Only;[P-k] Barter Only: Магазин SureFire 'MAG5-60 STANAG' на 60 патронов 5.56x45;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31b55324313dd16e370;
Barter Only;[P-k] Barter Only: Марксманская винтовка HK G28 7.62x51;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31b55324313dd16e37a;
Barter Only;[P-k] Barter Only: Пистолет-пулемет HK MP7A2 4.6x30;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31c55324313dd16e3a8;
Barter Only;[P-k] Barter Only: Марксманская винтовка Remington R11 RSASS 7.62x51;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31c55324313dd16e3be;
Barter Only;[P-k] Barter Only: Пистолет-пулемет FN P90 5.7x28;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31c55324313dd16e449;
Barter Only;[P-k] Barter Only: Прибор ночного видения 'GPNVG-18';Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31c55324313dd16e49a;
Barter Only;[P-k] Barter Only: Папка с разведданными;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31c55324313dd16e4a0;
Barter Only;[P-k] Barter Only: Шлем Team Wendy 'EXFIL Ballistic' (Черный);Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31c55324313dd16e4f7;
Barter Only;[P-k] Barter Only: Крепление Leapers 'UTG 4-Point Locking Deluxe' для M14;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31c55324313dd16e4f9;
Barter Only;[P-k] Barter Only: Прибор ночного видения 'GPNVG-18';Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31c55324313dd16e4fb;
Barter Only;[P-k] Barter Only: Магазин на 30 патронов 9x19 для MP9;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31d55324313dd16e543;
Barter Only;[P-k] Barter Only: Рюкзак 'LBT-8005A Day Pack';Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31d55324313dd16e547;
Barter Only;[P-k] Barter Only: Оптический прицел SIG Sauer 'BRAVO4 4X30';Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31d55324313dd16e549;
Barter Only;[P-k] Barter Only: Ствол 260мм для AR-15 5.56x45 и совместимых;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31d55324313dd16e555;
Barter Only;[P-k] Barter Only: Пламегаситель KAC 'QDC Flash Supressor Kit' 5.56x45;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31d55324313dd16e559;
Barter Only;[P-k] Barter Only: Цевье Daniel Defense 'RIS II 9.5' для AR-15 (Coyote Brown);Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31d55324313dd16e55d;
Barter Only;[P-k] Barter Only: Пистолет-пулемет HK UMP .45 ACP;Barter_Only_5935c25fb3acc3127c3d8cd9_61fcf31d55324313dd16e561;
Barter Only;[Mec] Barter Only: Винтовка Springfield Armory M1A 7.62x51;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16daf0;
Barter Only;[Mec] Barter Only: Ночной прицел Armasight 'Vulcan MG 3.5x Bravo';Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dafa;
Barter Only;[Mec] Barter Only: Помповое ружье Remington Model 870 12к;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16db19;
Barter Only;[Mec] Barter Only: Штурмовая винтовка Colt M4A1 5.56x45;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16db2b;
Barter Only;[Mec] Barter Only: Штурмовая винтовка DS Arms SA-58 7.62x51;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16db54;
Barter Only;[Mec] Barter Only: Штурмовая винтовка DS Arms SA-58 7.62x51;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16db64;
Barter Only;[Mec] Barter Only: Головная система крепления Willcox Skull Lock;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16db80;
Barter Only;[Mec] Barter Only: Оружейный кейс;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16db89;
Barter Only;[Mec] Barter Only: Снайперская винтовка Remington Model 700 7.62x51;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16db97;
Barter Only;[Mec] Barter Only: Пистолет Glock 17 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dba2;
Barter Only;[Mec] Barter Only: Пистолет Glock 17 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dbbb;
Barter Only;[Mec] Barter Only: Штурмовая винтовка Colt M4A1 5.56x45;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dbcb;
Barter Only;[Mec] Barter Only: Магазин барабанный X Products 'X-14' на 50 патронов 7.62x51 для M14;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dbed;
Barter Only;[Mec] Barter Only: Оружейный кейс T H I C C;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dbf7;
Barter Only;[Mec] Barter Only: Пистолет Glock 17 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dbff;
Barter Only;[Mec] Barter Only: Самозарядный карабин Симонова СКС 7.62x39;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dc10;
Barter Only;[Mec] Barter Only: Приклад полимерный Magpul 'SGA' для M870;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dc26;
Barter Only;[Mec] Barter Only: Дульный тормоз-компенсатор 'Ротор 43' 7.62x39;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31455324313dd16dc38;
Barter Only;[Mec] Barter Only: Пистолет-пулемет ПП-19-01 'Витязь' 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dc46;
Barter Only;[Mec] Barter Only: Автомат Калашникова АК-74М 5.45x39;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dc5b;
Barter Only;[Mec] Barter Only: Магазин X Products 'X-5' на 50 патронов 9x19 для HK MP5;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dc68;
Barter Only;[Mec] Barter Only: Ручной пулемет РПК-16 5.45x39;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dc72;
Barter Only;[Mec] Barter Only: Автомат Калашникова АК-104 7.62x39;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dc81;
Barter Only;[Mec] Barter Only: Помповое ружье MР-133 12к;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dc92;
Barter Only;[Mec] Barter Only: Винтовка Springfield Armory M1A 7.62x51;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dcad;
Barter Only;[Mec] Barter Only: Пистолет ТТ-33 7.62x25 ТТ;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dcb6;
Barter Only;[Mec] Barter Only: Автомат Калашникова АК-104 7.62x39;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dcd7;
Barter Only;[Mec] Barter Only: Пистолет Glock 17 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dce3;
Barter Only;[Mec] Barter Only: Пистолет Glock 17 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dd03;
Barter Only;[Mec] Barter Only: Пистолет Glock 17 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dd0d;
Barter Only;[Mec] Barter Only: Ствол 260мм для AR-15 5.56x45 и совместимых;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dd35;
Barter Only;[Mec] Barter Only: Набор инструментов;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dd75;
Barter Only;[Mec] Barter Only: Прибор ночного видения 'AN/PVS-14';Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dd7b;
Barter Only;[Mec] Barter Only: Пистолет-пулемет HK MP7A1 4.6x30;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dd99;
Barter Only;[Mec] Barter Only: Пистолет-пулемет SIG MPX 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16dda7;
Barter Only;[Mec] Barter Only: Пистолет Glock 17 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16ddbb;
Barter Only;[Mec] Barter Only: Кейс для патронов;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16ddce;
Barter Only;[Mec] Barter Only: Магазин барабанный на 84 патрона 9x18ПМ для ПМ;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16ddd2;
Barter Only;[Mec] Barter Only: Монета биткоина;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16ddd4;
Barter Only;[Mec] Barter Only: Штурмовая винтовка FN SCAR-L 5.56x45 (FDE);Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16ddd8;
Barter Only;[Mec] Barter Only: Пламегаситель Yankee Hill 'Annihilator' мультикалиберный;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16de11;
Barter Only;[Mec] Barter Only: Крепление UltiMAK 'M8 Forward Optic' для M14;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31555324313dd16de13;
Barter Only;[Mec] Barter Only: Пистолет Glock 17 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de23;
Barter Only;[Mec] Barter Only: Пистолетная рукоятка-переходник 'Ротор 43' для АС Вал;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de30;
Barter Only;[Mec] Barter Only: Цевье Magpul 'MOE' для M870;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de38;
Barter Only;[Mec] Barter Only: Глушитель SilencerCo 'Osprey 9' 9x19;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de3c;
Barter Only;[Mec] Barter Only: Магазин X Products 'X-5' на 50 патронов 9x19 для HK MP5;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de44;
Barter Only;[Mec] Barter Only: Приклад FAB Defense 'GL-SHOCK';Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de46;
Barter Only;[Mec] Barter Only: Глушитель SilencerCo 'Hybrid 46' мультикалиберный;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de50;
Barter Only;[Mec] Barter Only: Цевье 'Кастом MP-133' с направляющими для MP-133;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de54;
Barter Only;[Mec] Barter Only: Магазин барабанный X Products 'X-FAL' на 50 патронов 7.62x51 для SA-58/FAL;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de60;
Barter Only;[Mec] Barter Only: Винтовка Мосина 1891г. 7.62x54R (Снайперская);Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de66;
Barter Only;[Mec] Barter Only: Бронежилет 6Б43 6А 'Забрало-Ш';Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de72;
Barter Only;[Mec] Barter Only: Ключ-карта доступа в TerraGroup Labs;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16de9c;
Barter Only;[Mec] Barter Only: Цевье Daniel Defense 'RIS II FSP 9.5' для AR-15 (Coyote Brown);Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16dece;
Barter Only;[Mec] Barter Only: Магазин барабанный ProMag 'AK-A-16' на 73 патрона 7.62x39 для АК;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16ded2;
Barter Only;[Mec] Barter Only: Самозарядный карабин Симонова СКС 7.62x39 Охотничье-Промысловый;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16deee;
Barter Only;[Mec] Barter Only: Магазин MaxRounds 'Powermag' на 20 патронов 12/76 для СОК-12;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31655324313dd16defd;
Barter Only;[Mec] Barter Only: Пистолет-пулемет FN P90 5.7x28;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16df3b;
Barter Only;[Mec] Barter Only: Рабочий LCD дисплей;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16df65;
Barter Only;[Mec] Barter Only: Штурмовая винтовка DS Arms SA-58 7.62x51;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16df71;
Barter Only;[Mec] Barter Only: Тепловизионный прицел Trijicon 'REAP-IR';Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16df7c;
Barter Only;[Mec] Barter Only: Оружейный кейс;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16df7e;
Barter Only;[Mec] Barter Only: Карабин Lone Star TX-15 DML 5.56x45;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16df86;
Barter Only;[Mec] Barter Only: Штурмовая винтовка Colt M4A1 5.56x45;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16df99;
Barter Only;[Mec] Barter Only: Тепловизионный прицел FLIR 'RS-32 2.25-9x 35mm 60Hz';Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16dfac;
Barter Only;[Mec] Barter Only: Ключ-карта доступа в TerraGroup Labs;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16dfb6;
Barter Only;[Mec] Barter Only: Граната 'Хаттабка' на базе ВОГ-17;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16dfba;
Barter Only;[Mec] Barter Only: Пистолет-пулемет HK MP5 9x19 (Navy 3 Round Burst);Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16dfce;
Barter Only;[Mec] Barter Only: Газоанализатор;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16dfe0;
Barter Only;[Mec] Barter Only: Цевье Зенит 'Б-11' для АКС-74У;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16dfec;
Barter Only;[Mec] Barter Only: Крепление 34мм IEA Mil-Optics 'KH/F' для оптики;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16dffe;
Barter Only;[Mec] Barter Only: Магазин барабанный 'SGM Tactical' на 50 патронов 9x19 для Glock;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e024;
Barter Only;[Mec] Barter Only: Рукоятка заряжания Badger Ordnance 'Tactical Latch' для AR-15;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e026;
Barter Only;[Mec] Barter Only: Плоскогубцы Elite;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e028;
Barter Only;[Mec] Barter Only: Пистолет-пулемет HK UMP .45 ACP;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e02a;
Barter Only;[Mec] Barter Only: Оптический прицел ELCAN 'SpecterDR 1x/4x' (FDE);Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e032;
Barter Only;[Mec] Barter Only: Ключ-карта TerraGroup Labs (Черная);Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e034;
Barter Only;[Mec] Barter Only: Направляющая 2.5 дюймов Magpul 'M-LOK';Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e036;
Barter Only;[Mec] Barter Only: Направляющая 4.1 дюймов Magpul 'M-LOK';Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e038;
Barter Only;[Mec] Barter Only: Крепление B&T 'Tri-Rail Ring' для HK MP5SD;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e03a;
Barter Only;[Mec] Barter Only: Крепление Leapers 'UTG 4-Point Locking Deluxe' для M14;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e03e;
Barter Only;[Mec] Barter Only: Карабин Молот ВПО-209 .366 ТКМ;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e04e;
Barter Only;[Mec] Barter Only: Автомат Калашникова АК-74Н 5.45x39;Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e058;
Barter Only;[Mec] Barter Only: Штурмовая винтовка FN SCAR-H 7.62x51 (FDE);Barter_Only_5a7c2eca46aef81a7ca2145d_61fcf31755324313dd16e064;
Barter Only;[Rag] Barter Only: Бронежилет IOTV Gen4 (Полная Защита);Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d728;
Barter Only;[Rag] Barter Only: Бронезабрало для шлема 'Алтын';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d73a;
Barter Only;[Rag] Barter Only: Бронезабрало для шлема 'Алтын';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d73c;
Barter Only;[Rag] Barter Only: Бронежилет 6Б43 6А 'Забрало-Ш';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d73e;
Barter Only;[Rag] Barter Only: Разгрузочный жилет с бронепластинами ANA Tactical 'M2';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d744;
Barter Only;[Rag] Barter Only: Общевойсковой шлем 6Б47 'Ратник-БШ' (чехол Флора Цифра);Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d746;
Barter Only;[Rag] Barter Only: Бронешлем 'Алтын';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d750;
Barter Only;[Rag] Barter Only: Разгрузочный жилет с бронепластинами Crye Precision 'AVS';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d754;
Barter Only;[Rag] Barter Only: Рюкзак штурмовой Camelbak 'Tri-Zip';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d756;
Barter Only;[Rag] Barter Only: Разгрузочный жилет с бронепластинами 5.11 Tactical 'TacTec';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d75a;
Barter Only;[Rag] Barter Only: Crash Axe;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d75c;
Barter Only;[Rag] Barter Only: Бронежилет БНТИ 'Кираса-N';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d762;
Barter Only;[Rag] Barter Only: Бронежилет ФОРТ 'Редут-Т5';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d768;
Barter Only;[Rag] Barter Only: Бронежилет MF-UNTAR;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d76a;
Barter Only;[Rag] Barter Only: Активные наушники ГСШ-01;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d76e;
Barter Only;[Rag] Barter Only: Разгрузочный жилет с бронепластинами Ars Arma 'A18 Сканда';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d770;
Barter Only;[Rag] Barter Only: Боевой ранец ANA Tactical 'Бета 2';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d774;
Barter Only;[Rag] Barter Only: Рюкзак рейдовый ССО 'Атака 2';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d776;
Barter Only;[Rag] Barter Only: Общевойсковой шлем 6Б47 'Ратник-БШ';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d77e;
Barter Only;[Rag] Barter Only: Бронезабрало для шлема 'Алтын';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d79a;
Barter Only;[Rag] Barter Only: Бронежилет PACA Soft Armor;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30c55324313dd16d79c;
Barter Only;[Rag] Barter Only: Рюкзак Mystery Ranch 'Blackjack 50' (Multicam);Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7a2;
Barter Only;[Rag] Barter Only: Бронезабрало для шлема Маска-1Щ (Олива);Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7a4;
Barter Only;[Rag] Barter Only: Бронежилет 6Б43 6А 'Забрало-Ш';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7a6;
Barter Only;[Rag] Barter Only: Ременно-плечевая система Пояс-А + Пояс-Б;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7aa;
Barter Only;[Rag] Barter Only: Шлем UNTAR;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7b4;
Barter Only;[Rag] Barter Only: Визор для шлема Колпак-1С;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7b8;
Barter Only;[Rag] Barter Only: Шлем Маска-1Щ (Олива);Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7ba;
Barter Only;[Rag] Barter Only: Разгрузочный жилет с бронепластинами ANA Tactical 'M2';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7c0;
Barter Only;[Rag] Barter Only: Разгрузочный жилет с бронепластинами ANA Tactical 'M1';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7c4;
Barter Only;[Rag] Barter Only: Бронежилет БНТИ 'Гжель-К';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7c6;
Barter Only;[Rag] Barter Only: Разгрузочный жилет ANA Tactical 'Альфа';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7d4;
Barter Only;[Rag] Barter Only: Ковбойская шляпа;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7e4;
Barter Only;[Rag] Barter Only: Бронезабрало для шлема ЗШ-1-2М;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7e8;
Barter Only;[Rag] Barter Only: Бронежилет IOTV Gen4 (Мобильный);Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7f2;
Barter Only;[Rag] Barter Only: Рюкзак рейдовый ССО 'Атака 2';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7f4;
Barter Only;[Rag] Barter Only: Гарнитура Peltor 'ComTac 2';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7f6;
Barter Only;[Rag] Barter Only: Бронешлем 'Вулкан-5' (ЛШЗ-5);Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d7fa;
Barter Only;[Rag] Barter Only: Тактическая шапка из флиса;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d800;
Barter Only;[Rag] Barter Only: Бронезабрало для шлема 'Вулкан-5';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d806;
Barter Only;[Rag] Barter Only: Разгрузочный жилет с бронепластинами Ars Arma 'A18 Сканда';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d81a;
Barter Only;[Rag] Barter Only: Бронезабрало для шлема ЛШЗ-2ДТМ;Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d81c;
Barter Only;[Rag] Barter Only: Баллистический шлем DevTac 'Ronin';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d81e;
Barter Only;[Rag] Barter Only: Разгрузочный жилет с бронепластинами WARTECH 'TV-110';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d820;
Barter Only;[Rag] Barter Only: Разгрузочный жилет Velocity Systems 'MPPV Multi-Purpose Patrol Vest';Barter_Only_5ac3b934156ae10c4430e83c_61fcf30d55324313dd16d826;
